   km  Ne/cm-3 Ne/NmF2 Tn/K  Ti/K  Te/K  O+  N+  H+ He+ O2+ NO+ Clust TEC t/%
 714.0   88454  0.123  1463  1985  3633 954  44   1   1   0   0  -1  24.6  70
 715.0   88073  0.122  1463  1987  3635 954  44   1   1   0   0  -1  24.6  70
 716.0   87694  0.122  1463  1989  3636 954  44   1   1   0   0  -1  24.6  70
 717.0   87317  0.121  1463  1991  3637 954  45   1   1   0   0  -1  24.6  70
 718.0   86943  0.121  1463  1994  3638 954  45   1   1   0   0  -1  24.6  70
 719.0   86571  0.120  1463  1996  3639 954  45   1   1   0   0  -1  24.6  70
 720.0   86201  0.120  1463  1998  3640 954  45   1   1   0   0  -1  24.6  70
 721.0   85834  0.119  1463  2000  3642 954  45   1   1   0   0  -1  24.6  70
 722.0   85468  0.119  1463  2002  3643 954  45   1   1   0   0  -1  24.6  70
 723.0   85105  0.118  1463  2005  3644 954  45   1   1   0   0  -1  24.6  70
 724.0   84744  0.118  1463  2007  3645 954  45   1   1   0   0  -1  24.6  70
 725.0   84385  0.117  1463  2009  3646 954  45   1   1   0   0  -1  24.6  70
 726.0   84028  0.117  1463  2011  3647 954  45   1   1   0   0  -1  24.6  70
 727.0   83673  0.116  1463  2013  3649 953  45   1   1   0   0  -1  24.6  70
 728.0   83320  0.116  1463  2016  3650 953  45   1   1   0   0  -1  24.6  70
 729.0   82969  0.115  1463  2018  3651 953  45   1   1   0   0  -1  24.6  70
 730.0   82620  0.115  1463  2020  3652 953  45   1   1   0   0  -1  24.6  70
 731.0   82274  0.114  1463  2022  3653 953  45   1   1   0   0  -1  24.6  70
 732.0   81929  0.114  1463  2024  3654 953  45   1   1   0   0  -1  24.6  70
 733.0   81586  0.113  1463  2027  3655 953  46   1   1   0   0  -1  24.6  70
 734.0   81246  0.113  1463  2029  3657 953  46   1   1   0   0  -1  24.6  70
 735.0   80907  0.112  1463  2031  3658 953  46   1   1   0   0  -1  24.6  70
 736.0   80570  0.112  1463  2033  3659 953  46   1   1   0   0  -1  24.6  70
 737.0   80236  0.111  1463  2035  3660 953  46   1   1   0   0  -1  24.6  70
 738.0   79903  0.111  1463  2038  3661 953  46   1   1   0   0  -1  24.6  70
 739.0   79572  0.110  1463  2040  3662 953  46   1   1   0   0  -1  24.6  70
 740.0   79243  0.110  1463  2042  3664 952  46   1   1   0   0  -1  24.6  70
 741.0   78916  0.109  1463  2044  3665 952  46   1   1   0   0  -1  24.6  70
 742.0   78590  0.109  1463  2046  3666 952  46   1   1   0   0  -1  24.6  70
 743.0   78267  0.109  1463  2049  3667 952  46   1   1   0   0  -1  24.6  70
 744.0   77945  0.108  1463  2051  3668 952  46   1   1   0   0  -1  24.6  70
 745.0   77626  0.108  1463  2053  3669 952  46   1   1   0   0  -1  24.6  70
 746.0   77308  0.107  1463  2055  3671 952  46   1   1   0   0  -1  24.6  70
 747.0   76992  0.107  1463  2057  3672 952  46   1   1   0   0  -1  24.6  70
 748.0   76678  0.106  1463  2060  3673 952  47   1   1   0   0  -1  24.6  70
 749.0   76365  0.106  1463  2062  3674 952  47   1   1   0   0  -1  24.6  70
 750.0   76054  0.105  1463  2064  3675 952  47   1   1   0   0  -1  24.6  70
 751.0   75746  0.105  1463  2066  3676 952  47   1   1   0   0  -1  24.6  70
 752.0   75438  0.105  1463  2068  3678 952  47   1   1   0   0  -1  24.6  70
 753.0   75133  0.104  1463  2071  3679 951  47   1   1   0   0  -1  24.6  70
 754.0   74829  0.104  1463  2073  3680 951  47   1   1   0   0  -1  24.6  70
 755.0   74527  0.103  1463  2075  3681 951  47   1   1   0   0  -1  24.6  70
 756.0   74227  0.103  1463  2077  3682 951  47   1   1   0   0  -1  24.6  70
 757.0   73928  0.103  1463  2079  3683 951  47   1   1   0   0  -1  24.6  70
 758.0   73632  0.102  1463  2082  3684 951  47   1   1   0   0  -1  24.6  70
 759.0   73336  0.102  1463  2084  3686 951  47   1   1   0   0  -1  24.6  70
 760.0   73043  0.101  1463  2086  3687 951  47   1   1   0   0  -1  24.6  70
 761.0   72751  0.101  1463  2088  3688 951  47   1   1   0   0  -1  24.6  70
 762.0   72461  0.100  1463  2090  3689 951  48   1   1   0   0  -1  24.6  70
 763.0   72172  0.100  1463  2093  3690 951  48   1   1   0   0  -1  24.6  70
 764.0   71885  0.100  1463  2095  3691 951  48   1   1   0   0  -1  24.6  70
 765.0   71599  0.099  1463  2097  3693 950  48   1   1   0   0  -1  24.6  70
 766.0   71316  0.099  1463  2099  3694 950  48   1   1   0   0  -1  24.6  70
 767.0   71033  0.099  1463  2101  3695 950  48   1   1   0   0  -1  24.6  70
 768.0   70753  0.098  1463  2103  3696 950  48   1   1   0   0  -1  24.6  70
 769.0   70474  0.098  1463  2106  3697 950  48   1   1   0   0  -1  24.6  70
 770.0   70196  0.097  1463  2108  3698 950  48   1   1   0   0  -1  24.6  70
 771.0   69920  0.097  1463  2110  3700 950  48   1   1   0   0  -1  24.6  70
 772.0   69645  0.097  1463  2112  3701 950  48   1   1   0   0  -1  24.6  70
 773.0   69373  0.096  1463  2114  3702 950  48   1   1   0   0  -1  24.6  70
 774.0   69101  0.096  1463  2117  3703 950  48   1   1   0   0  -1  24.6  70
 775.0   68831  0.095  1463  2119  3704 950  48   1   1   0   0  -1  24.6  70
 776.0   68563  0.095  1463  2121  3705 949  48   1   1   0   0  -1  24.6  70
 777.0   68295  0.095  1463  2123  3707 949  49   1   1   0   0  -1  24.6  70
 778.0   68030  0.094  1463  2125  3708 949  49   1   1   0   0  -1  24.6  70
 779.0   67766  0.094  1463  2128  3709 949  49   1   1   0   0  -1  24.6  70
 780.0   67503  0.094  1463  2130  3710 949  49   1   1   0   0  -1  24.6  70
 781.0   67242  0.093  1463  2132  3711 949  49   1   1   0   0  -1  24.6  70
 782.0   66982  0.093  1463  2134  3712 949  49   1   1   0   0  -1  24.6  70
 783.0   66724  0.093  1463  2136  3714 949  49   1   1   0   0  -1  24.6  70
 784.0   66467  0.092  1463  2139  3715 949  49   1   1   0   0  -1  24.6  70
 785.0   66211  0.092  1463  2141  3716 949  49   1   1   0   0  -1  24.6  70
 786.0   65957  0.091  1463  2143  3717 949  49   1   1   0   0  -1  24.6  70
 787.0   65704  0.091  1463  2145  3718 948  49   1   1   0   0  -1  24.6  70
 788.0   65453  0.091  1463  2147  3719 948  49   1   1   0   0  -1  24.6  70
 789.0   65203  0.090  1463  2150  3721 948  49   1   1   0   0  -1  24.6  70
 790.0   64954  0.090  1463  2152  3722 948  50   1   1   0   0  -1  24.6  70
 791.0   64707  0.090  1463  2154  3723 948  50   1   1   0   0  -1  24.6  70
 792.0   64461  0.089  1463  2156  3724 948  50   1   1   0   0  -1  24.6  70
 793.0   64216  0.089  1463  2158  3725 948  50   1   1   0   0  -1  24.6  70
 794.0   63973  0.089  1463  2161  3726 948  50   1   1   0   0  -1  24.6  70
 795.0   63731  0.088  1463  2163  3728 948  50   1   1   0   0  -1  24.6  70
 796.0   63490  0.088  1463  2165  3729 948  50   1   1   0   0  -1  24.6  70
 797.0   63251  0.088  1463  2167  3730 948  50   1   1   0   0  -1  24.6  70
 798.0   63012  0.087  1463  2169  3731 947  50   1   1   0   0  -1  24.6  70
 799.0   62776  0.087  1463  2172  3732 947  50   1   1   0   0  -1  24.6  70
 800.0   62540  0.087  1463  2174  3733 947  50   1   1   0   0  -1  24.6  70
 801.0   62306  0.086  1463  2176  3735 947  50   1   1   0   0  -1  24.6  70
 802.0   62072  0.086  1463  2178  3736 947  50   1   1   0   0  -1  24.6  70
 803.0   61840  0.086  1463  2180  3737 947  50   2   1   0   0  -1  24.6  70
 804.0   61610  0.085  1463  2183  3738 947  51   2   1   0   0  -1  24.6  70
 805.0   61380  0.085  1463  2185  3739 947  51   2   1   0   0  -1  24.6  70
 806.0   61152  0.085  1463  2187  3740 947  51   2   1   0   0  -1  24.6  70
 807.0   60925  0.084  1463  2189  3742 947  51   2   1   0   0  -1  24.6  70
 808.0   60699  0.084  1463  2191  3743 946  51   2   1   0   0  -1  24.6  70
 809.0   60475  0.084  1463  2194  3744 946  51   2   1   0   0  -1  24.6  70
 810.0   60251  0.084  1463  2196  3745 946  51   2   1   0   0  -1  24.6  70
 811.0   60029  0.083  1463  2198  3746 946  51   2   1   0   0  -1  24.6  70
 812.0   59808  0.083  1463  2200  3748 946  51   2   1   0   0  -1  24.6  70
 813.0   59588  0.083  1463  2202  3749 946  51   2   1   0   0  -1  24.6  70
 814.0   59369  0.082  1463  2205  3750 946  51   2   1   0   0  -1  24.6  70
 815.0   59152  0.082  1463  2207  3751 946  51   2   1   0   0  -1  24.6  70
 816.0   58935  0.082  1463  2209  3752 946  51   2   1   0   0  -1  24.6  70
 817.0   58720  0.081  1463  2211  3753 946  52   2   1   0   0  -1  24.6  70
 818.0   58506  0.081  1463  2213  3755 945  52   2   1   0   0  -1  24.6  70
 819.0   58293  0.081  1463  2216  3756 945  52   2   1   0   0  -1  24.6  70
 820.0   58081  0.081  1463  2218  3757 945  52   2   1   0   0  -1  24.6  70
 821.0   57870  0.080  1463  2220  3758 945  52   2   1   0   0  -1  24.6  70
 822.0   57660  0.080  1463  2222  3759 945  52   2   1   0   0  -1  24.6  70
 823.0   57451  0.080  1463  2224  3761 945  52   2   1   0   0  -1  24.6  70
 824.0   57244  0.079  1463  2226  3762 945  52   2   1   0   0  -1  24.6  70
 825.0   57037  0.079  1463  2229  3763 945  52   2   1   0   0  -1  24.6  70
 826.0   56832  0.079  1463  2231  3764 945  52   2   1   0   0  -1  24.6  70
 827.0   56627  0.079  1463  2233  3765 945  52   2   1   0   0  -1  24.6  70
 828.0   56424  0.078  1463  2235  3767 944  52   2   1   0   0  -1  24.6  70
 829.0   56222  0.078  1463  2237  3768 944  52   2   1   0   0  -1  24.6  70
 830.0   56021  0.078  1463  2240  3769 944  53   2   1   0   0  -1  24.6  70
 831.0   55820  0.077  1463  2242  3770 944  53   2   1   0   0  -1  24.6  70
 832.0   55621  0.077  1463  2244  3771 944  53   2   1   0   0  -1  24.6  70
 833.0   55423  0.077  1463  2246  3773 944  53   2   1   0   0  -1  24.6  70
 834.0   55226  0.077  1463  2248  3774 944  53   2   1   0   0  -1  24.6  70
 835.0   55030  0.076  1463  2251  3775 944  53   2   1   0   0  -1  24.6  70
 836.0   54835  0.076  1463  2253  3776 944  53   2   1   0   0  -1  24.6  70
 837.0   54640  0.076  1463  2255  3778 944  53   2   1   0   0  -1  24.6  70
 838.0   54447  0.076  1463  2257  3779 943  53   2   1   0   0  -1  24.6  70
 839.0   54255  0.075  1463  2259  3780 943  53   2   1   0   0  -1  24.6  70
 840.0   54064  0.075  1463  2262  3781 943  53   2   1   0   0  -1  24.6  70
 841.0   53874  0.075  1463  2264  3782 943  53   2   1   0   0  -1  24.6  70
 842.0   53684  0.074  1463  2266  3784 943  53   2   1   0   0  -1  24.6  70
 843.0   53496  0.074  1463  2268  3785 943  54   2   1   0   0  -1  24.6  70
 844.0   53309  0.074  1463  2270  3786 943  54   2   1   0   0  -1  24.6  70
 845.0   53122  0.074  1463  2273  3787 943  54   2   1   0   0  -1  24.6  70
 846.0   52937  0.073  1463  2275  3789 943  54   2   2   0   0  -1  24.6  70
 847.0   52752  0.073  1463  2277  3790 942  54   2   2   0   0  -1  24.6  70
 848.0   52569  0.073  1463  2279  3791 942  54   2   2   0   0  -1  24.6  70
 849.0   52386  0.073  1463  2281  3792 942  54   2   2   0   0  -1  24.6  70
 850.0   52204  0.072  1463  2284  3794 942  54   2   2   0   0  -1  24.6  70
 851.0   52024  0.072  1463  2286  3795 942  54   2   2   0   0  -1  24.6  70
 852.0   51844  0.072  1463  2288  3796 942  54   2   2   0   0  -1  24.6  70
 853.0   51665  0.072  1463  2290  3797 942  54   2   2   0   0  -1  24.6  70
 854.0   51486  0.071  1463  2292  3799 942  54   2   2   0   0  -1  24.6  70
 855.0   51309  0.071  1463  2295  3800 942  54   2   2   0   0  -1  24.6  70
 856.0   51133  0.071  1463  2297  3801 942  54   2   2   0   0  -1  24.6  70
 857.0   50957  0.071  1463  2299  3802 941  55   2   2   0   0  -1  24.6  70
 858.0   50783  0.070  1463  2301  3804 941  55   2   2   0   0  -1  24.6  70
 859.0   50609  0.070  1463  2303  3805 941  55   2   2   0   0  -1  24.6  70
 860.0   50436  0.070  1463  2306  3806 941  55   2   2   0   0  -1  24.6  70
 861.0   50264  0.070  1463  2308  3808 941  55   2   2   0   0  -1  24.6  70
 862.0   50093  0.069  1463  2310  3809 941  55   2   2   0   0  -1  24.6  70
 863.0   49923  0.069  1463  2312  3810 941  55   2   2   0   0  -1  24.6  70
 864.0   49753  0.069  1463  2314  3811 941  55   3   2   0   0  -1  24.6  70
 865.0   49584  0.069  1463  2317  3813 941  55   3   2   0   0  -1  24.6  70
 866.0   49417  0.069  1463  2319  3814 940  55   3   2   0   0  -1  24.6  70
 867.0   49250  0.068  1463  2321  3815 940  55   3   2   0   0  -1  24.6  70
 868.0   49083  0.068  1463  2323  3816 940  55   3   2   0   0  -1  24.6  70
 869.0   48918  0.068  1463  2325  3818 940  55   3   2   0   0  -1  24.6  70
 870.0   48754  0.068  1463  2328  3819 940  55   3   2   0   0  -1  24.6  70
 871.0   48590  0.067  1463  2330  3820 940  56   3   2   0   0  -1  24.6  70
 872.0   48427  0.067  1463  2332  3822 940  56   3   2   0   0  -1  24.6  70
 873.0   48265  0.067  1463  2334  3823 940  56   3   2   0   0  -1  24.6  70
 874.0   48103  0.067  1463  2336  3824 940  56   3   2   0   0  -1  24.6  70
 875.0   47943  0.066  1463  2339  3826 940  56   3   2   0   0  -1  24.6  70
 876.0   47783  0.066  1463  2341  3827 939  56   3   2   0   0  -1  24.6  70
 877.0   47624  0.066  1463  2343  3828 939  56   3   2   0   0  -1  24.6  70
 878.0   47466  0.066  1463  2345  3829 939  56   3   2   0   0  -1  24.6  70
 879.0   47308  0.066  1463  2347  3831 939  56   3   2   0   0  -1  24.6  70
 880.0   47151  0.065  1463  2349  3832 939  56   3   2   0   0  -1  24.6  70
 881.0   46995  0.065  1463  2352  3833 939  56   3   2   0   0  -1  24.6  70
 882.0   46840  0.065  1463  2354  3835 939  56   3   2   0   0  -1  24.6  70
 883.0   46686  0.065  1463  2356  3836 939  56   3   2   0   0  -1  24.6  70
 884.0   46532  0.065  1463  2358  3837 939  56   3   2   0   0  -1  24.6  70
 885.0   46379  0.064  1463  2360  3839 939  56   3   2   0   0  -1  24.6  70
 886.0   46227  0.064  1463  2363  3840 939  57   3   2   0   0  -1  24.6  70
 887.0   46075  0.064  1463  2365  3841 938  57   3   2   0   0  -1  24.6  70
 888.0   45925  0.064  1463  2367  3843 938  57   3   2   0   0  -1  24.6  70
 889.0   45775  0.063  1463  2369  3844 938  57   3   2   0   0  -1  24.6  70
 890.0   45625  0.063  1463  2371  3845 938  57   3   2   0   0  -1  24.6  70
 891.0   45477  0.063  1463  2374  3847 938  57   3   2   0   0  -1  24.6  70
 892.0   45329  0.063  1463  2376  3848 938  57   3   2   0   0  -1  24.6  70
 893.0   45181  0.063  1463  2378  3849 938  57   3   2   0   0  -1  24.6  70
 894.0   45035  0.062  1463  2380  3851 938  57   3   2   0   0  -1  24.6  70
 895.0   44889  0.062  1463  2382  3852 938  57   3   2   0   0  -1  24.6  70
 896.0   44744  0.062  1463  2385  3853 938  57   3   2   0   0  -1  24.6  70
 897.0   44599  0.062  1463  2387  3855 938  57   3   2   0   0  -1  24.6  70
 898.0   44456  0.062  1463  2389  3856 938  57   3   2   0   0  -1  24.6  70
 899.0   44313  0.061  1463  2391  3857 937  57   3   2   0   0  -1  24.6  70
 900.0   44170  0.061  1463  2393  3858 937  57   3   2   0   0  -1  24.6  70
 901.0   44028  0.061  1463  2396  3860 937  57   3   2   0   0  -1  24.6  70
 902.0   43887  0.061  1463  2398  3861 937  57   3   2   0   0  -1  24.6  70
 903.0   43747  0.061  1463  2400  3862 937  57   3   2   0   0  -1  24.6  70
 904.0   43607  0.060  1463  2402  3864 937  57   3   2   0   0  -1  24.6  70
 905.0   43468  0.060  1463  2404  3865 937  57   3   2   0   0  -1  24.6  70
 906.0   43330  0.060  1463  2407  3866 937  58   3   2   0   0  -1  24.6  70
 907.0   43192  0.060  1463  2409  3868 937  58   3   2   0   0  -1  24.6  70
 908.0   43055  0.060  1463  2411  3869 937  58   3   2   0   0  -1  24.6  70
 909.0   42918  0.060  1463  2413  3870 937  58   3   2   0   0  -1  24.6  70
 910.0   42782  0.059  1463  2415  3872 937  58   3   2   0   0  -1  24.6  70
 911.0   42647  0.059  1463  2418  3873 937  58   3   2   0   0  -1  24.6  70
 912.0   42513  0.059  1463  2420  3874 937  58   3   2   0   0  -1  24.6  70
 913.0   42379  0.059  1463  2422  3876 936  58   3   2   0   0  -1  24.6  70
 914.0   42245  0.059  1463  2424  3877 936  58   3   2   0   0  -1  24.6  70
 915.0   42112  0.058  1463  2426  3878 936  58   3   2   0   0  -1  24.6  70
 916.0   41980  0.058  1463  2429  3880 936  58   3   2   0   0  -1  24.6  70
 917.0   41849  0.058  1463  2431  3881 936  58   3   2   0   0  -1  24.6  70
 918.0   41718  0.058  1463  2433  3882 936  58   4   2   0   0  -1  24.6  70
 919.0   41588  0.058  1463  2435  3884 936  58   4   2   0   0  -1  24.6  70
 920.0   41458  0.057  1463  2437  3885 936  58   4   2   0   0  -1  24.6  70
 921.0   41329  0.057  1463  2440  3887 936  58   4   2   0   0  -1  24.6  70
 922.0   41200  0.057  1463  2442  3888 936  58   4   2   0   0  -1  24.6  70
 923.0   41072  0.057  1463  2444  3889 936  58   4   2   0   0  -1  24.6  70
 924.0   40945  0.057  1463  2446  3891 936  58   4   2   0   0  -1  24.6  70
 925.0   40818  0.057  1463  2448  3892 936  58   4   2   0   0  -1  24.6  70
 926.0   40692  0.056  1463  2451  3893 936  58   4   2   0   0  -1  24.6  70
 927.0   40566  0.056  1463  2453  3895 936  58   4   2   0   0  -1  24.6  70
 928.0   40441  0.056  1463  2455  3896 936  58   4   2   0   0  -1  24.6  70
 929.0   40317  0.056  1463  2457  3897 936  58   4   2   0   0  -1  24.6  70
 930.0   40193  0.056  1463  2459  3899 936  58   4   2   0   0  -1  24.6  70
 931.0   40070  0.056  1463  2462  3900 936  58   4   2   0   0  -1  24.6  70
 932.0   39947  0.055  1463  2464  3901 935  58   4   2   0   0  -1  24.6  70
 933.0   39825  0.055  1463  2466  3903 935  58   4   3   0   0  -1  24.6  70
 934.0   39703  0.055  1463  2468  3904 935  58   4   3   0   0  -1  24.6  70
 935.0   39582  0.055  1463  2470  3905 935  58   4   3   0   0  -1  24.6  70
 936.0   39461  0.055  1463  2472  3907 935  58   4   3   0   0  -1  24.6  70
 937.0   39341  0.055  1463  2475  3908 935  58   4   3   0   0  -1  24.6  70
 938.0   39222  0.054  1463  2477  3909 935  58   4   3   0   0  -1  24.6  70
 939.0   39103  0.054  1463  2479  3911 935  58   4   3   0   0  -1  24.6  70
 940.0   38985  0.054  1463  2481  3912 935  58   4   3   0   0  -1  24.6  70
 941.0   38867  0.054  1463  2483  3913 935  59   4   3   0   0  -1  24.6  70
 942.0   38749  0.054  1463  2486  3915 935  59   4   3   0   0  -1  24.6  70
 943.0   38633  0.054  1463  2488  3916 935  59   4   3   0   0  -1  24.6  70
 944.0   38516  0.053  1463  2490  3917 935  59   4   3   0   0  -1  24.6  70
 945.0   38401  0.053  1463  2492  3919 935  59   4   3   0   0  -1  24.6  70
 946.0   38285  0.053  1463  2494  3920 935  59   4   3   0   0  -1  24.6  70
 947.0   38171  0.053  1463  2497  3921 935  59   4   3   0   0  -1  24.6  70
 948.0   38056  0.053  1463  2499  3923 935  59   4   3   0   0  -1  24.6  70
 949.0   37943  0.053  1463  2501  3924 935  59   4   3   0   0  -1  24.6  70
 950.0   37829  0.052  1463  2503  3925 935  59   4   3   0   0  -1  24.6  70
 951.0   37717  0.052  1463  2505  3927 935  59   4   3   0   0  -1  24.6  70
 952.0   37604  0.052  1463  2508  3928 935  59   4   3   0   0  -1  24.6  70
 953.0   37493  0.052  1463  2510  3929 935  59   4   3   0   0  -1  24.6  70
 954.0   37381  0.052  1463  2512  3931 935  59   4   3   0   0  -1  24.6  70
 955.0   37271  0.052  1463  2514  3932 935  59   4   3   0   0  -1  24.6  70
 956.0   37161  0.052  1463  2516  3933 935  59   4   3   0   0  -1  24.6  70
 957.0   37051  0.051  1463  2519  3935 935  59   4   3   0   0  -1  24.6  70
 958.0   36941  0.051  1463  2521  3936 935  59   4   3   0   0  -1  24.6  70
 959.0   36833  0.051  1463  2523  3937 934  59   4   3   0   0  -1  24.6  70
 960.0   36724  0.051  1463  2525  3939 934  59   4   3   0   0  -1  24.6  70
 961.0   36617  0.051  1463  2527  3940 934  59   4   3   0   0  -1  24.6  70
 962.0   36509  0.051  1463  2530  3941 934  59   4   3   0   0  -1  24.6  70
 963.0   36402  0.050  1463  2532  3943 934  59   4   3   0   0  -1  24.6  70
 964.0   36296  0.050  1463  2534  3944 934  59   4   3   0   0  -1  24.6  70
 965.0   36190  0.050  1463  2536  3945 934  59   4   3   0   0  -1  24.6  70
 966.0   36084  0.050  1463  2538  3947 934  59   4   3   0   0  -1  24.6  70
 967.0   35979  0.050  1463  2541  3948 934  59   4   3   0   0  -1  24.6  70
 968.0   35875  0.050  1463  2543  3950 934  59   4   3   0   0  -1  24.6  70
 969.0   35771  0.050  1463  2545  3951 934  59   4   3   0   0  -1  24.6  70
 970.0   35667  0.049  1463  2547  3952 934  59   4   3   0   0  -1  24.6  70
 971.0   35564  0.049  1463  2549  3954 934  59   4   3   0   0  -1  24.6  70
 972.0   35461  0.049  1463  2552  3955 934  59   4   3   0   0  -1  24.6  70
 973.0   35359  0.049  1463  2554  3956 934  59   4   3   0   0  -1  24.6  70
 974.0   35257  0.049  1463  2556  3958 934  59   4   3   0   0  -1  24.6  70
 975.0   35155  0.049  1463  2558  3959 934  59   4   3   0   0  -1  24.6  70
 976.0   35054  0.049  1463  2560  3960 934  59   4   3   0   0  -1  24.6  70
 977.0   34954  0.048  1463  2563  3962 934  59   4   3   0   0  -1  24.6  70
 978.0   34853  0.048  1463  2565  3963 934  59   4   3   0   0  -1  24.6  70
 979.0   34754  0.048  1463  2567  3964 934  59   4   3   0   0  -1  24.6  70
 980.0   34654  0.048  1463  2569  3966 934  59   4   3   0   0  -1  24.6  70
 981.0   34555  0.048  1463  2571  3967 934  59   4   3   0   0  -1  24.6  70
 982.0   34457  0.048  1463  2574  3968 934  59   4   3   0   0  -1  24.6  70
 983.0   34359  0.048  1463  2576  3970 934  59   4   3   0   0  -1  24.6  70
 984.0   34261  0.048  1463  2578  3971 934  59   4   3   0   0  -1  24.6  70
 985.0   34164  0.047  1463  2580  3972 934  59   4   3   0   0  -1  24.6  70
 986.0   34067  0.047  1463  2582  3974 934  59   4   3   0   0  -1  24.6  70
 987.0   33971  0.047  1463  2585  3975 934  59   4   3   0   0  -1  24.6  70
 988.0   33875  0.047  1463  2587  3976 934  59   4   3   0   0  -1  24.6  70
 989.0   33779  0.047  1463  2589  3978 934  59   4   3   0   0  -1  24.6  70
 990.0   33684  0.047  1463  2591  3979 934  59   4   3   0   0  -1  24.6  70
 991.0   33590  0.047  1463  2593  3980 934  59   4   3   0   0  -1  24.6  70
 992.0   33495  0.046  1463  2595  3982 934  59   4   3   0   0  -1  24.6  70
 993.0   33401  0.046  1463  2598  3983 933  59   4   3   0   0  -1  24.6  70
 994.0   33308  0.046  1463  2600  3984 933  59   4   3   0   0  -1  24.6  70
 995.0   33215  0.046  1463  2602  3986 933  59   4   3   0   0  -1  24.6  70
 996.0   33122  0.046  1463  2604  3987 933  59   5   3   0   0  -1  24.6  70
 997.0   33029  0.046  1463  2606  3988 933  59   5   3   0   0  -1  24.6  70
 998.0   32937  0.046  1463  2609  3990 933  59   5   3   0   0  -1  24.6  70
 999.0   32846  0.046  1463  2611  3991 933  59   5   3   0   0  -1  24.6  70
1000.0   32755  0.045  1463  2613  3992 933  59   5   3   0   0  -1  24.6  70
1001.0   32664  0.045  1463  2615  3994 933  59   5   3   0   0  -1  24.6  70
1002.0   32573  0.045  1463  2617  3995 933  59   5   3   0   0  -1  24.6  70
1003.0   32483  0.045  1463  2620  3997 933  59   5   3   0   0  -1  24.6  70
1004.0   32394  0.045  1463  2622  3998 933  59   5   3   0   0  -1  24.6  70
1005.0   32304  0.045  1463  2624  3999 933  59   5   3   0   0  -1  24.6  70
1006.0   32215  0.045  1463  2626  4001 933  59   5   3   0   0  -1  24.6  70
1007.0   32127  0.045  1463  2628  4002 933  59   5   3   0   0  -1  24.6  70
1008.0   32038  0.044  1463  2631  4003 933  59   5   3   0   0  -1  24.6  70
1009.0   31951  0.044  1463  2633  4005 933  59   5   3   0   0  -1  24.6  70
1010.0   31863  0.044  1463  2635  4006 933  59   5   3   0   0  -1  24.6  70
1011.0   31776  0.044  1463  2637  4007 933  59   5   3   0   0  -1  24.6  70
1012.0   31689  0.044  1463  2639  4009 933  59   5   3   0   0  -1  24.6  70
1013.0   31603  0.044  1463  2642  4010 933  59   5   3   0   0  -1  24.6  70
1014.0   31517  0.044  1463  2644  4011 933  59   5   3   0   0  -1  24.6  70
1015.0   31431  0.044  1463  2646  4013 933  59   5   3   0   0  -1  24.6  70
1016.0   31346  0.043  1463  2648  4014 933  59   5   3   0   0  -1  24.6  70
1017.0   31261  0.043  1463  2650  4015 933  59   5   3   0   0  -1  24.6  70
1018.0   31176  0.043  1463  2653  4017 933  59   5   3   0   0  -1  24.6  70
1019.0   31092  0.043  1463  2655  4018 933  59   5   3   0   0  -1  24.6  70
1020.0   31008  0.043  1463  2657  4019 933  59   5   3   0   0  -1  24.6  70
1021.0   30924  0.043  1463  2659  4021 933  59   5   3   0   0  -1  24.6  70
1022.0   30841  0.043  1463  2661  4022 933  59   5   3   0   0  -1  24.6  70
1023.0   30758  0.043  1463  2664  4023 933  59   5   3   0   0  -1  24.6  70
1024.0   30675  0.043  1463  2666  4025 933  59   5   3   0   0  -1  24.6  70
1025.0   30593  0.042  1463  2668  4026 933  59   5   3   0   0  -1  24.6  70
1026.0   30511  0.042  1463  2670  4027 933  59   5   3   0   0  -1  24.6  70
1027.0   30429  0.042  1463  2672  4029 933  59   5   3   0   0  -1  24.6  70
1028.0   30348  0.042  1463  2675  4030 932  59   5   3   0   0  -1  24.6  70
1029.0   30267  0.042  1463  2677  4031 932  59   5   3   0   0  -1  24.6  70
1030.0   30187  0.042  1463  2679  4033 932  59   5   3   0   0  -1  24.6  70
1031.0   30106  0.042  1463  2681  4034 932  59   5   3   0   0  -1  24.6  70
1032.0   30026  0.042  1463  2683  4035 932  59   5   3   0   0  -1  24.6  70
1033.0   29947  0.042  1463  2686  4037 932  59   5   3   0   0  -1  24.6  70
1034.0   29867  0.041  1463  2688  4038 932  59   5   3   0   0  -1  24.6  70
1035.0   29788  0.041  1463  2690  4039 932  60   5   3   0   0  -1  24.6  70
1036.0   29710  0.041  1463  2692  4041 932  60   5   3   0   0  -1  24.6  70
1037.0   29631  0.041  1463  2694  4042 932  60   5   3   0   0  -1  24.6  70
1038.0   29553  0.041  1463  2697  4044 932  60   5   3   0   0  -1  24.6  70
1039.0   29476  0.041  1463  2699  4045 932  60   5   3   0   0  -1  24.6  70
1040.0   29398  0.041  1463  2701  4046 932  60   5   3   0   0  -1  24.6  70
1041.0   29321  0.041  1463  2703  4048 932  60   5   3   0   0  -1  24.6  70
1042.0   29244  0.041  1463  2705  4049 932  60   5   3   0   0  -1  24.6  70
1043.0   29168  0.040  1463  2708  4050 932  60   5   3   0   0  -1  24.6  70
1044.0   29092  0.040  1463  2710  4052 932  60   5   3   0   0  -1  24.6  70
